Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List
467	2	5.500000	74630	41.461111	5.502337	0.452971	1.000000	15.645871	1.098849	0.090508	0.220210	3.119516	1.115479	1.083724	1.108126	0.163723	6.043669	0.497794	1.211152	17.157338	Bos_taurus,Taurotragus_oryx
468	1	24.400000	74413	41.340556	5.050648	1.397369	1.000000	12.026783	1.006765	0.256846	0.219835	2.373553	4.948671	4.807792	4.916051	0.726335	24.565062	6.267052	5.363974	57.914702	Bos_taurus
469	1	24.400000	179681	99.822778	17.384874	10.601206	14.009231	17.117288	3.474235	2.039291	2.798977	3.360235	4.948671	4.807792	4.916051	0.726335	84.771346	49.758709	68.295035	81.989737	Taurotragus_oryx
470	3	11.500000	26212	14.562222	1.302515	1.093410	1.000000	2.329429	0.262165	0.204472	0.201987	0.468269	2.332365	2.265967	2.316991	0.342330	3.014902	2.351431	2.322850	5.385092	Alces_alces,Odocoileus_virginianus,Rangifer_tarandus
471	1	18.500000	24528	13.626667	1.218504	1.275465	1.000000	2.754627	0.244972	0.217952	0.201541	0.507984	3.752066	3.645252	3.727334	0.550705	4.531987	4.032119	3.728518	9.397698	Alces_alces
472	2	4.300000	29003	16.112778	1.388562	1.040398	1.000000	3.033213	0.279404	0.218101	0.202425	0.615799	0.872102	0.847275	0.866353	0.128002	1.201436	0.937834	0.870430	2.647935	Odocoileus_virginianus,Rangifer_tarandus
473	1	14.200000	28231	15.683889	1.326785	1.045300	1.000000	2.510442	0.267109	0.193588	0.202280	0.522920	2.879964	2.797977	2.860980	0.422703	3.792946	2.748946	2.872376	7.425466	Odocoileus_virginianus
474	1	14.200000	29179	16.210556	1.371263	1.016646	1.000000	2.465434	0.275393	0.176715	0.202585	0.493571	2.879964	2.797977	2.860980	0.422703	3.910583	2.509358	2.876714	7.008704	Rangifer_tarandus
475	1	71.600000	17629	9.793889	1.088132	0.958332	1.000000	1.083563	0.219188	0.189710	0.200723	0.221135	14.521509	14.108110	14.425789	2.131377	15.693861	13.583258	14.371767	15.833251	Pecari_tajacu
476	2	43.800000	19521	10.845000	1.155349	0.936123	1.000000	1.608533	0.232694	0.182401	0.200928	0.330796	8.883269	8.630380	8.824714	1.303831	10.192005	7.989184	8.800646	14.488878	Camelus_dromedarius,Lama_glama
477	1	30.300000	19555	10.863889	1.153883	0.946353	1.000000	1.527458	0.232144	0.206073	0.201001	0.306880	6.145275	5.970331	6.104768	0.901965	7.033960	6.244010	6.090330	9.298461	Camelus_dromedarius
478	1	30.300000	19543	10.857222	1.153903	0.801818	1.000000	2.310107	0.232101	0.227978	0.200962	0.434556	6.145275	5.970331	6.104768	0.901965	7.032660	6.907725	6.089133	13.167043	Lama_glama
479	40	3.600000	16142	8.967778	1.216868	1.007716	1.000000	1.782046	0.245011	0.199195	0.201578	0.358007	0.730132	0.709346	0.725319	0.107164	0.882041	0.717100	0.725681	1.288823	Acinonyx_jubatus,Ailurus_fulgens,Arctictis_binturong,Arctogalidia_trivirgata,Bassariscus_sumichrasti,Canis_latrans,Canis_mesomelas,Cerdocyon_thous,Eira_barbara,Enhydra_lutris,Fossa_fossana,Galerella_sanguinea,Herpestes_javanicus,Leopardus_pardalis,Leopardus_wiedii,Leptailurus_serval,Lutra_lutra,Manis_crassicaudata,Manis_javanica,Manis_pentadactyla,Manis_tetradactyla,Manis_tricuspis,Martes_americana,Mustela_erminea,Mustela_frenata,Nandinia_binotata,Nasua_narica,Nasua_nasua,Panthera_leo,Panthera_tigris,Paradoxurus_hermaphroditus,Potos_flavus,Procyon_cancrivorus,Procyon_lotor,Puma_concolor,Spilogale_putorius,Suricata_suricatta,Taxidea_taxus,Vulpes_vulpes,Vulpes_zerda
480	35	17.800000	16008	8.893333	1.142536	0.987583	1.000000	1.431389	0.229699	0.199691	0.201226	0.283233	3.610096	3.507323	3.586299	0.529867	4.088639	3.554496	3.581823	5.041544	Acinonyx_jubatus,Ailurus_fulgens,Arctictis_binturong,Arctogalidia_trivirgata,Bassariscus_sumichrasti,Canis_latrans,Canis_mesomelas,Cerdocyon_thous,Eira_barbara,Enhydra_lutris,Fossa_fossana,Galerella_sanguinea,Herpestes_javanicus,Leopardus_pardalis,Leopardus_wiedii,Leptailurus_serval,Lutra_lutra,Martes_americana,Mustela_erminea,Mustela_frenata,Nandinia_binotata,Nasua_narica,Nasua_nasua,Panthera_leo,Panthera_tigris,Paradoxurus_hermaphroditus,Potos_flavus,Procyon_cancrivorus,Procyon_lotor,Puma_concolor,Spilogale_putorius,Suricata_suricatta,Taxidea_taxus,Vulpes_vulpes,Vulpes_zerda
481	20	7.900000	18410	10.227778	1.199472	1.010703	1.000000	1.680493	0.241325	0.199603	0.201665	0.338009	1.602234	1.556621	1.591672	0.235166	1.906469	1.576866	1.593157	2.670273	Ailurus_fulgens,Bassariscus_sumichrasti,Canis_latrans,Canis_mesomelas,Cerdocyon_thous,Eira_barbara,Enhydra_lutris,Lutra_lutra,Martes_americana,Mustela_erminea,Mustela_frenata,Nasua_narica,Nasua_nasua,Potos_flavus,Procyon_cancrivorus,Procyon_lotor,Spilogale_putorius,Taxidea_taxus,Vulpes_vulpes,Vulpes_zerda
482	15	19.900000	18775	10.430556	1.155824	1.002214	1.000000	1.437613	0.232580	0.200072	0.201470	0.291373	4.036006	3.921109	4.009402	0.592380	4.628347	3.981430	4.009243	5.798331	Ailurus_fulgens,Bassariscus_sumichrasti,Eira_barbara,Enhydra_lutris,Lutra_lutra,Martes_americana,Mustela_erminea,Mustela_frenata,Nasua_narica,Nasua_nasua,Potos_flavus,Procyon_cancrivorus,Procyon_lotor,Spilogale_putorius,Taxidea_taxus
483	14	7.800000	20976	11.653333	1.206529	1.016525	1.000000	1.739473	0.242240	0.202604	0.201814	0.344769	1.581952	1.536917	1.571524	0.232189	1.889469	1.580310	1.574149	2.689196	Bassariscus_sumichrasti,Eira_barbara,Enhydra_lutris,Lutra_lutra,Martes_americana,Mustela_erminea,Mustela_frenata,Nasua_narica,Nasua_nasua,Potos_flavus,Procyon_cancrivorus,Procyon_lotor,Spilogale_putorius,Taxidea_taxus
484	8	5.400000	21678	12.043333	1.163754	1.035664	1.000000	1.491119	0.233978	0.190979	0.201957	0.301916	1.095198	1.064019	1.087978	0.160746	1.263480	1.031285	1.090568	1.630344	Eira_barbara,Enhydra_lutris,Lutra_lutra,Martes_americana,Mustela_erminea,Mustela_frenata,Spilogale_putorius,Taxidea_taxus
485	5	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Eira_barbara,Martes_americana,Mustela_erminea,Mustela_frenata,Taxidea_taxus
486	4	2.000000	26358	14.643333	1.279236	0.933441	1.000000	2.152595	0.256710	0.220516	0.202901	0.433476	0.405629	0.394081	0.402955	0.059536	0.513420	0.441033	0.405802	0.866953	Eira_barbara,Martes_americana,Mustela_erminea,Mustela_frenata
487	2	15.000000	32874	18.263333	1.479991	0.984575	1.000000	3.632021	0.295854	0.190629	0.204458	0.738801	3.042216	2.955610	3.022162	0.446518	4.437811	2.859430	3.066878	11.082013	Mustela_erminea,Mustela_frenata
488	1	9.100000	41620	23.122222	2.062161	1.062994	1.000000	4.534874	0.409051	0.194147	0.207624	0.876089	1.845611	1.793070	1.833445	0.270887	3.722361	1.766741	1.889378	7.972413	Mustela_erminea
