Node ID	No Taxa	Original BL	No different from original	Pct time scaled	Mean Scalar	Mode Scalar	Median Scalar	SD Scalar	Mean SigV	Mode SigV	Median SigV	SD SigV	Mean DeltaB	Mode DeltaB	Median DeltaB	SD DeltaB	Mean DeltaV	Mode DeltaV	Median DeltaV	SD DeltaV	Taxa List
741	1	32.100000	15229	8.460556	1.233832	1.017070	1.000000	1.714326	0.038131	0.031134	0.031875	0.052597	1.011849	1.017929	1.014777	0.183286	1.223993	0.999416	1.023188	1.688368	Choloepus_hoffmanni
742	1	32.100000	16190	8.994444	1.293364	1.005194	1.000000	1.991551	0.040011	0.032562	0.031928	0.062197	1.011849	1.017929	1.014777	0.183286	1.284346	1.045240	1.024889	1.996531	Bradypus_variegatus
743	4	21.800000	16685	9.269444	1.386747	0.978199	1.000000	2.322847	0.042738	0.032158	0.031991	0.070601	0.687175	0.691304	0.689163	0.124475	0.931683	0.701042	0.697404	1.539093	Cyclopes_didactylus,Myrmecophaga_tridactyla,Tamandua_mexicana,Tamandua_tetradactyla
744	3	33.700000	20154	11.196667	1.361539	1.014645	1.000000	2.419710	0.041943	0.032388	0.032034	0.072053	1.062284	1.068667	1.065358	0.192422	1.413490	1.091488	1.079546	2.428174	Myrmecophaga_tridactyla,Tamandua_mexicana,Tamandua_tetradactyla
745	2	2.000000	24288	13.493333	1.534929	0.871141	1.000000	3.486149	0.047333	0.028474	0.032173	0.107954	0.063044	0.063422	0.063226	0.011420	0.094665	0.056947	0.064346	0.215908	Tamandua_mexicana,Tamandua_tetradactyla
746	1	15.000000	24235	13.463889	1.486263	0.988007	1.000000	2.899111	0.045591	0.030129	0.032211	0.087201	0.472827	0.475668	0.474195	0.085648	0.683864	0.451928	0.483165	1.308009	Tamandua_tetradactyla
747	1	15.000000	24917	13.842778	1.538747	1.009053	1.000000	2.975951	0.047145	0.031126	0.032247	0.087674	0.472827	0.475668	0.474195	0.085648	0.707180	0.466886	0.483705	1.315112	Tamandua_mexicana
748	1	17.000000	18211	10.117222	1.262506	0.950975	1.000000	1.980315	0.038892	0.028428	0.031958	0.058911	0.535870	0.539090	0.537421	0.097067	0.661158	0.483275	0.543287	1.001487	Myrmecophaga_tridactyla
749	1	50.700000	13077	7.265000	1.155905	1.006402	1.000000	1.367514	0.035609	0.032396	0.031832	0.038554	1.598155	1.607757	1.602779	0.289489	1.805397	1.642453	1.613882	1.954682	Cyclopes_didactylus
750	9	31.200000	12894	7.163333	1.164098	1.057818	1.000000	1.439759	0.035967	0.032288	0.031803	0.043134	0.983480	0.989389	0.986326	0.178147	1.122167	1.007374	0.992257	1.345788	Cabassous_centralis,Chaetophractus_nationi,Chaetophractus_vellerosus,Chaetophractus_villosus,Dasypus_novemcinctus,Euphractus_sexcinctus,Priodontes_maximus,Tolypeutes_matacus,Zaedyus_pichiy
751	8	7.700000	15769	8.760556	1.232564	0.960847	1.000000	1.722482	0.038086	0.031108	0.031867	0.052652	0.242718	0.244176	0.243420	0.043966	0.293260	0.239529	0.245376	0.405419	Cabassous_centralis,Chaetophractus_nationi,Chaetophractus_vellerosus,Chaetophractus_villosus,Euphractus_sexcinctus,Priodontes_maximus,Tolypeutes_matacus,Zaedyus_pichiy
752	5	25.400000	19712	10.951111	1.281209	0.948213	1.000000	1.968178	0.039458	0.032263	0.031983	0.058945	0.800653	0.805464	0.802970	0.145030	1.002234	0.819483	0.812368	1.497197	Chaetophractus_nationi,Chaetophractus_vellerosus,Chaetophractus_villosus,Euphractus_sexcinctus,Zaedyus_pichiy
753	2	0.200000	24287	13.492778	1.520201	0.886023	1.000000	3.575967	0.046673	0.033092	0.032126	0.104363	0.006304	0.006342	0.006323	0.001142	0.009335	0.006618	0.006425	0.020873	Euphractus_sexcinctus,Zaedyus_pichiy
754	1	8.000000	23559	13.088333	1.417519	0.839100	1.000000	2.645574	0.043579	0.027646	0.032139	0.080028	0.252174	0.253689	0.252904	0.045679	0.348635	0.221166	0.257112	0.640227	Euphractus_sexcinctus
755	1	8.000000	21389	11.882778	1.290564	0.929649	1.000000	2.104098	0.039678	0.030230	0.032024	0.059804	0.252174	0.253689	0.252904	0.045679	0.317424	0.241837	0.256192	0.478429	Zaedyus_pichiy
756	3	0.200000	22178	12.321111	1.395053	0.985092	1.000000	2.565440	0.043068	0.033092	0.032057	0.079512	0.006304	0.006342	0.006323	0.001142	0.008614	0.006618	0.006411	0.015902	Chaetophractus_nationi,Chaetophractus_vellerosus,Chaetophractus_villosus
757	2	0.000000	0	0.000000	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Chaetophractus_vellerosus,Chaetophractus_villosus
758	1	8.000000	20815	11.563889	1.252068	0.917829	1.000000	2.147756	0.038593	0.036469	0.031978	0.062544	0.252174	0.253689	0.252904	0.045679	0.308742	0.291751	0.255824	0.500349	Chaetophractus_villosus
759	1	8.000000	21859	12.143889	1.309258	1.007922	1.000000	2.027178	0.040379	0.030550	0.032047	0.062842	0.252174	0.253689	0.252904	0.045679	0.323036	0.244402	0.256376	0.502734	Chaetophractus_vellerosus
760	1	8.000000	24018	13.343333	1.419522	0.844131	1.000000	2.525078	0.043519	0.028739	0.032154	0.073020	0.252174	0.253689	0.252904	0.045679	0.348156	0.229916	0.257232	0.584163	Chaetophractus_nationi
761	3	10.200000	20780	11.544444	1.372030	0.912174	1.000000	2.587687	0.042281	0.027690	0.031970	0.077680	0.321522	0.323454	0.322453	0.058240	0.431262	0.282438	0.326094	0.792339	Cabassous_centralis,Priodontes_maximus,Tolypeutes_matacus
762	1	23.400000	16952	9.417778	1.150427	0.984324	1.000000	1.385043	0.035463	0.032723	0.031805	0.038588	0.737610	0.742042	0.739744	0.133610	0.829846	0.765727	0.744237	0.902964	Priodontes_maximus
763	2	1.400000	24261	13.478333	1.509436	0.982535	1.000000	3.560100	0.046522	0.032082	0.032028	0.106299	0.044131	0.044396	0.044258	0.007994	0.065130	0.044914	0.044839	0.148819	Cabassous_centralis,Tolypeutes_matacus
764	1	22.000000	20814	11.563333	1.263550	1.147442	1.000000	2.128805	0.038878	0.033032	0.031899	0.056890	0.693479	0.697646	0.695486	0.125617	0.855314	0.726699	0.701778	1.251575	Tolypeutes_matacus
765	1	22.000000	19678	10.932222	1.199884	1.056320	1.000000	1.590335	0.036991	0.032284	0.031842	0.046412	0.693479	0.697646	0.695486	0.125617	0.813803	0.710249	0.700524	1.021067	Cabassous_centralis
766	1	41.300000	12827	7.126111	1.147678	1.038124	1.000000	1.355139	0.035444	0.032127	0.031778	0.040278	1.301850	1.309672	1.305617	0.235817	1.463843	1.326864	1.312431	1.663479	Dasypus_novemcinctus
767	17	7.900000	12441	6.911667	1.250337	0.968703	1.000000	1.890633	0.038617	0.031827	0.031872	0.056819	0.249022	0.250518	0.249743	0.045108	0.305075	0.251429	0.251789	0.448869	Chrysochloris_asiatica,Elephantulus_brachyrhynchus,Elephantulus_edwardii,Elephantulus_intufi,Elephantulus_myurus,Elephantulus_rozeti,Elephantulus_rufescens,Geogale_aurita,Heterohyrax_brucei,Macroscelides_proboscideus,Microgale_dobsoni,Microgale_talazaci,Orycteropus_afer,Petrodromus_tetradactylus,Procavia_capensis,Setifer_setosus,Tenrec_ecaudatus
